1.5 6 0.310806
3 6 0.372819
4.5 6 0.411794
6 6 0.428944
7.5 6 0.5
9 6 0.75
10.5 6 0.805678
12 6 0.858434
13.5 6 1
15 6 1.24086
16.5 6 1.43092
18 6 1.52621
19.5 6 1.558
21 6 1.56819
22.5 6 1.5902
24 6 1.63902
25.5 6 1.70335
27 6 1.76283
28.5 6 1.80119
30 6 1.80525
31.5 6 1.76771
33 6 1.68751
34.5 6 1.57684
36 6 1.49333
37.5 6 1.45226
39 6 1.31112
40.5 6 1.10336
0 7.5 0.300514
1.5 7.5 0.39686
3 7.5 0.5
4.5 7.5 0.582941
6 7.5 0.628
7.5 7.5 0.74
9 7.5 0.799552
10.5 7.5 0.811217
12 7.5 0.910983
13.5 7.5 1.23024
15 7.5 1.60891
16.5 7.5 1.81343
18 7.5 1.87616
19.5 7.5 1.88618
21 7.5 1.88838
22.5 7.5 1.90387
24 7.5 1.93982
25.5 7.5 1.99349
27 7.5 2.05748
28.5 7.5 2.11821
30 7.5 2.14601
31.5 7.5 2.12334
33 7.5 2.04594
34.5 7.5 1.89988
36 7.5 1.75
37.5 7.5 1.75
39 7.5 1.5
40.5 7.5 1.21208
0 9 0.335109
1.5 9 0.4577
3 9 0.61215
4.5 9 0.75
6 9 0.780131
7.5 9 0.805634
9 9 0.812265
10.5 9 0.832775
12 9 0.99
13.5 9 1.48836
15 9 2
16.5 9 2.16048
18 9 2.17974
19.5 9 2.17016
21 9 2.16705
22.5 9 2.17789
24 9 2.20352
25.5 9 2.25
27 9 2.33146
28.5 9 2.45085
30 9 2.53538
31.5 9 2.53727
33 9 2.5
34.5 9 2.3482
36 9 2.1625
37.5 9 2
39 9 1.75
40.5 9 1.299
0 10.5 0.372449
1.5 10.5 0.5
3 10.5 0.675004
4.5 10.5 0.807638
6 10.5 0.835951
7.5 10.5 0.831609
9 10.5 0.875
10.5 10.5 1
12 10.5 1.29083
13.5 10.5 1.75
15 10.5 2.17573
16.5 10.5 2.35595
18 10.5 2.37683
19.5 10.5 2.37155
21 10.5 2.37452
22.5 10.5 2.38401
24 10.5 2.3976
25.5 10.5 2.42096
27 10.5 2.52762
28.5 10.5 2.76688
30 10.5 3
31.5 10.5 3
33 10.5 3
34.5 10.5 2.7678
36 10.5 2.5
37.5 10.5 2.17049
39 10.5 1.74743
40.5 10.5 1.22035
0 12 0.434303
1.5 12 0.582485
3 12 0.75
4.5 12 0.88162
6 12 0.9
7.5 12 0.9
9 12 1.03825
10.5 12 1.29685
12 12 1.65757
13.5 12 2.04113
15 12 2.34929
16.5 12 2.49279
18 12 2.5
19.5 12 2.49843
21 12 2.5
22.5 12 2.4969
24 12 2.5
25.5 12 2.48084
27 12 2.58802
28.5 12 2.98422
30 12 3.54036
31.5 12 3.61879
33 12 3.3529
34.5 12 3
36 12 2.65722
37.5 12 2.20723
39 12 1.62354
40.5 12 1.00126
0 13.5 0.5
1.5 13.5 0.666414
3 13.5 0.848616
4.5 13.5 1
6 13.5 1.01926
7.5 13.5 1.06542
9 13.5 1.2639
10.5 13.5 1.5988
12 13.5 2
13.5 13.5 2.3195
15 13.5 2.5546
16.5 13.5 2.66001
18 13.5 2.64133
19.5 13.5 2.58696
21 13.5 2.54681
22.5 13.5 2.5158
24 13.5 2.48359
25.5 13.5 2.46286
27 13.5 2.56211
28.5 13.5 3
30 13.5 4
31.5 13.5 4
33 13.5 3.5
34.5 13.5 3.11114
36 13.5 2.69506
37.5 13.5 2.16649
39 13.5 1.47146
40.5 13.5 0.75
0 15 0.53913
1.5 15 0.717964
3 15 0.90395
4.5 15 1.05502
6 15 1.14196
7.5 15 1.25
9 15 1.49921
10.5 15 1.83666
12 15 2.20998
13.5 15 2.52527
15 15 2.75
16.5 15 2.84795
18 15 2.77905
19.5 15 2.6574
21 15 2.58189
22.5 15 2.52777
24 15 2.4845
25.5 15 2.48306
27 15 2.61757
28.5 15 3.08161
30 15 3.75
31.5 15 3.74173
33 15 3.37965
34.5 15 3
36 15 2.51218
37.5 15 2
39 15 1.3042
40.5 15 0.625692
0 16.5 0.565543
1.5 16.5 0.75
3 16.5 0.943054
4.5 16.5 1.1155
6 16.5 1.28662
7.5 16.5 1.5
9 16.5 1.76428
10.5 16.5 2.05
12 16.5 2.37763
13.5 16.5 2.66462
15 16.5 2.88168
16.5 16.5 3
18 16.5 2.89733
19.5 16.5 2.75
21 16.5 2.68684
22.5 16.5 2.61418
24 16.5 2.57964
25.5 16.5 2.60891
27 16.5 2.72688
28.5 16.5 3
30 16.5 3.3318
31.5 16.5 3.25
33 16.5 2.98974
34.5 16.5 2.50778
36 16.5 2
37.5 16.5 1.51996
39 16.5 1
40.5 16.5 0.450701
0 18 0.598874
1.5 18 0.796298
3 18 1
4.5 18 1.18552
6 18 1.41856
7.5 18 1.75
9 18 2.04564
10.5 18 2.29717
12 18 2.53927
13.5 18 2.75
15 18 2.8936
16.5 18 2.97067
18 18 2.97954
19.5 18 2.97619
21 18 2.93104
22.5 18 2.78953
24 18 2.79896
25.5 18 2.90271
27 18 3
28.5 18 3.17309
30 18 3.30012
31.5 18 3.17748
33 18 2.75
34.5 18 2
36 18 1.46453
37.5 18 1
39 18 0.614885
40.5 18 0.214763
0 19.5 0.652467
1.5 19.5 0.867879
3 19.5 1.08142
4.5 19.5 1.27171
6 19.5 1.5
7.5 19.5 1.88483
9 19.5 2.25
10.5 19.5 2.48105
12 19.5 2.66897
13.5 19.5 2.8118
15 19.5 2.87664
16.5 19.5 2.91416
18 19.5 3.04161
19.5 19.5 3.19245
21 19.5 3.25
22.5 19.5 3
24 19.5 3.1652
25.5 19.5 3.40603
27 19.5 3.49364
28.5 19.5 3.53455
30 19.5 3.5
31.5 19.5 3.25
33 19.5 2.60276
34.5 19.5 1.81284
36 19.5 1.17391
37.5 19.5 0.698984
39 19.5 0.331645
40.5 19.5 0.05
0 21 0.75
1.5 21 1
3 21 1.22482
4.5 21 1.4168
6 21 1.64905
7.5 21 1.96874
9 21 2.29534
10.5 21 2.55238
12 21 2.76001
13.5 21 2.92249
15 21 3
16.5 21 3
18 21 3.20153
19.5 21 3.33267
21 21 3.34731
22.5 21 3.36059
24 21 3.63474
25.5 21 4
27 21 4
28.5 21 3.90433
30 21 3.64512
31.5 21 3.14888
33 21 2.42022
34.5 21 1.64771
36 21 1
37.5 21 0.515305
39 21 0.143842
40.5 21 0
0 22.5 0.905518
1.5 22.5 1.2
3 22.5 1.39096
4.5 22.5 1.55931
6 22.5 1.76
7.5 22.5 2.00142
9 22.5 2.27294
10.5 22.5 2.54447
12 22.5 2.81057
13.5 22.5 3.07826
15 22.5 3.33669
16.5 22.5 3.5331
18 22.5 3.60713
19.5 22.5 3.56478
21 22.5 3.5
22.5 22.5 3.6712
24 22.5 4
25.5 22.5 4.35691
27 22.5 4.41947
28.5 22.5 4.19155
30 22.5 3.67894
31.5 22.5 2.93354
33 22.5 2.11135
34.5 22.5 1.38828
36 22.5 0.805867
37.5 22.5 0.356444
39 22.5 0
40.5 22.5 0
0 24 0.989121
1.5 24 1.27895
3 24 1.48
4.5 24 1.62752
6 24 1.78229
7.5 24 1.96651
9 24 2.1986
10.5 24 2.4778
12 24 2.78703
13.5 24 3.14073
15 24 3.57745
16.5 24 4
18 24 3.99455
19.5 24 3.86748
21 24 3.82269
22.5 24 4
24 24 4.34232
25.5 24 4.63032
27 24 4.6507
28.5 24 4.29913
30 24 3.53584
31.5 24 2.55842
33 24 1.61871
34.5 24 1
36 24 0.540888
37.5 24 0.183947
39 24 0
40.5 24 0
0 25.5 1
1.5 25.5 1.3
3 25.5 1.4948
4.5 25.5 1.6192
6 25.5 1.74
7.5 25.5 1.88205
9 25.5 2.08683
10.5 25.5 2.37574
12 25.5 2.6823
13.5 25.5 3
15 25.5 3.4078
16.5 25.5 3.82369
18 25.5 4
19.5 25.5 3.96922
21 25.5 4
22.5 25.5 4.22022
24 25.5 4.54997
25.5 25.5 4.72777
27 25.5 4.54565
28.5 25.5 4
30 25.5 3
31.5 25.5 2
33 25.5 1
34.5 25.5 0.533544
36 25.5 0.233958
37.5 25.5 0
39 25.5 0
40.5 25.5 0
0 27 1.01975
1.5 27 1.26
3 27 1.47902
4.5 27 1.56376
6 27 1.66454
7.5 27 1.80881
9 27 2
10.5 27 2.31041
12 27 2.5662
13.5 27 2.76197
15 27 3
16.5 27 3.37953
18 27 3.64809
19.5 27 3.76114
21 27 3.87163
22.5 27 4.13019
24 27 4.48407
25.5 27 4.55064
27 27 4
28.5 27 3
30 27 2
31.5 27 1.34842
33 27 0.75
34.5 27 0.290783
36 27 0
37.5 27 0
39 27 0
40.5 27 0
0 28.5 1.05285
1.5 28.5 1.25
3 28.5 1.5
4.5 28.5 1.5
6 28.5 1.62609
7.5 28.5 1.8074
9 28.5 2.04675
10.5 28.5 2.32279
12 28.5 2.46982
13.5 28.5 2.52761
15 28.5 2.66264
16.5 28.5 2.9377
18 28.5 3.21129
19.5 28.5 3.37536
21 28.5 3.46418
22.5 28.5 3.6531
24 28.5 4
25.5 28.5 4
27 28.5 3.1328
28.5 28.5 2.38818
30 28.5 1.63489
31.5 28.5 1.04096
33 28.5 0.588584
34.5 28.5 0.209046
36 28.5 0
37.5 28.5 0
39 28.5 0
40.5 28.5 0
0 30 1.12661
1.5 30 1.24
3 30 1.43421
4.5 30 1.53766
6 30 1.65379
7.5 30 1.7964
9 30 1.98276
10.5 30 2.22
12 30 2.25
13.5 30 2.22706
15 30 2.31192
16.5 30 2.54858
18 30 2.82108
19.5 30 3
21 30 3.01297
22.5 30 3
24 30 3.17411
25.5 30 2.83474
27 30 2
28.5 30 2
30 30 1.42532
31.5 30 0.909935
33 30 0.526313
34.5 30 0.199486
36 30 0
37.5 30 0
39 30 0
40.5 30 0
0 31.5 1.25
1.5 31.5 1.33051
3 31.5 1.45096
4.5 31.5 1.57302
6 31.5 1.677
7.5 31.5 1.70476
9 31.5 1.65606
10.5 31.5 1.71178
12 31.5 1.75
13.5 31.5 1.89642
15 31.5 2
16.5 31.5 2.25739
18 31.5 2.53546
19.5 31.5 2.72999
21 31.5 2.80181
22.5 31.5 2.82307
24 31.5 2.76127
25.5 31.5 2.29695
27 31.5 1.69342
28.5 31.5 1.40366
30 31.5 1
31.5 31.5 0.75
33 31.5 0.477485
34.5 31.5 0.203051
36 31.5 0
37.5 31.5 0
39 31.5 0
40.5 31.5 0
0 33 1.30371
1.5 33 1.38761
3 33 1.47194
4.5 33 1.56141
6 33 1.62931
7.5 33 1.58
9 33 1.245
10.5 33 1.28429
12 33 1.47527
13.5 33 1.75
15 33 1.90034
16.5 33 2.11913
18 33 2.37997
19.5 33 2.60307
21 33 2.75831
22.5 33 2.84381
24 33 2.75
25.5 33 2.19638
27 33 1.51669
28.5 33 1
30 33 0.612832
31.5 33 0.5
33 33 0.342137
34.5 33 0.166816
36 33 0
37.5 33 0
39 33 0
40.5 33 0
0 34.5 1.31226
1.5 34.5 1.38665
3 34.5 1.4399
4.5 34.5 1.47402
6 34.5 1.46184
7.5 34.5 1.32708
9 34.5 1.10411
10.5 34.5 1.09295
12 34.5 1.27941
13.5 34.5 1.55424
15 34.5 1.80313
16.5 34.5 2.04926
18 34.5 2.30341
19.5 34.5 2.53733
21 34.5 2.71968
22.5 34.5 2.80443
24 34.5 2.65866
25.5 34.5 2.10724
27 34.5 1.24611
28.5 34.5 0.455694
30 34.5 0.0727937
31.5 34.5 0.05
33 34.5 0.122213
34.5 34.5 0.0932956
36 34.5 0
37.5 34.5 0
39 34.5 0
40.5 34.5 0
0 36 1.297
1.5 36 1.35468
3 36 1.37277
4.5 36 1.3514
6 36 1.28292
7.5 36 1.14575
9 36 1
10.5 36 0.99
12 36 1.11272
13.5 36 1.39125
15 36 1.71048
16.5 36 2
18 36 2.25
19.5 36 2.46749
21 36 2.62111
22.5 36 2.66106
24 36 2.5
25.5 36 2
27 36 1.03378
28.5 36 0.05
30 36 0
31.5 36 0
33 36 0.05
34.5 36 0.05
36 36 0
37.5 36 0
39 36 0
40.5 36 0
0 37.5 1.27296
1.5 37.5 1.32075
3 37.5 1.31207
4.5 37.5 1.25
6 37.5 1.16333
7.5 37.5 1.04372
9 37.5 0.93044
10.5 37.5 0.899687
12 37.5 1
13.5 37.5 1.32501
15 37.5 1.68666
16.5 37.5 1.98245
18 37.5 2.21106
19.5 37.5 2.38169
21 37.5 2.46695
22.5 37.5 2.42112
24 37.5 2.19218
25.5 37.5 1.72634
27 37.5 1
28.5 37.5 0.108017
30 37.5 0
31.5 37.5 0
33 37.5 0
34.5 37.5 0
36 37.5 0
37.5 37.5 0
39 37.5 0
40.5 37.5 0
0 39 1.25
1.5 39 1.30424
3 39 1.28345
4.5 39 1.20266
6 39 1.10129
7.5 39 1
9 39 0.910952
10.5 39 0.913789
12 39 1.0766
13.5 39 1.39667
15 39 1.75
16.5 39 2.00609
18 39 2.18605
19.5 39 2.29872
21 39 2.30351
22.5 39 2.15221
24 39 1.81837
25.5 39 1.33607
27 39 0.766046
28.5 39 0.150817
30 39 0
31.5 39 0
33 39 0
34.5 39 0
36 39 0
37.5 39 0
39 39 0
40.5 39 0
0 40.5 1.22651
1.5 40.5 1.299
3 40.5 1.2648
4.5 40.5 1.16725
6 40.5 1.05497
7.5 40.5 0.969015
9 40.5 0.933794
10.5 40.5 1
12 40.5 1.23354
13.5 40.5 1.54798
15 40.5 1.84331
16.5 40.5 2.07183
18 40.5 2.18602
19.5 40.5 2.25
21 40.5 2.19432
22.5 40.5 1.96319
24 40.5 1.53875
25.5 40.5 1
27 40.5 0.554704
28.5 40.5 0.0925051
30 40.5 0
31.5 40.5 0
33 40.5 0
34.5 40.5 0
36 40.5 0
37.5 40.5 0
39 40.5 0
40.5 40.5 0
0 42 1.14557
1.5 42 1.25
3 42 1.19089
4.5 42 1.10967
6 42 1
7.5 42 0.949419
9 42 0.985066
10.5 42 1.13662
12 42 1.41825
13.5 42 1.75
15 42 2
16.5 42 2.25
18 42 2.25
19.5 42 2.26559
21 42 2.18309
22.5 42 1.92423
24 42 1.47315
25.5 42 0.954922
27 42 0.5
28.5 42 0.05
30 42 0
31.5 42 0
33 42 0
34.5 42 0
36 42 0
37.5 42 0
39 42 0
40.5 42 0
0 43.5 1
1.5 43.5 1.07539
3 43.5 1.008
4.5 43.5 1
6 43.5 0.919407
7.5 43.5 0.917427
9 43.5 1.02146
10.5 43.5 1.2379
12 43.5 1.55751
13.5 43.5 1.91607
15 43.5 2.24433
16.5 43.5 2.5
18 43.5 2.46175
19.5 43.5 2.37778
21 43.5 2.25407
22.5 43.5 2
24 43.5 1.53739
25.5 43.5 1
27 43.5 0.484471
28.5 43.5 0.05
30 43.5 0
31.5 43.5 0
33 43.5 0
34.5 43.5 0
36 43.5 0
37.5 43.5 0
39 43.5 0
40.5 43.5 0
0 45 0.942628
1.5 45 0.98
3 45 0.858559
4.5 45 0.75
6 45 0.772959
7.5 45 0.856306
9 45 1.0197
10.5 45 1.27443
12 45 1.61492
13.5 45 2
15 45 2.33854
16.5 45 2.5504
18 45 2.55454
19.5 45 2.46492
21 45 2.32755
22.5 45 2.06985
24 45 1.64393
25.5 45 1.12441
27 45 0.599757
28.5 45 0.133507
30 45 0
31.5 45 0
33 45 0
34.5 45 0
36 45 0
37.5 45 0
39 45 0
40.5 45 0
0 46.5 0.877734
1.5 46.5 0.858248
3 46.5 0.75
4.5 46.5 0.662808
6 46.5 0.687087
7.5 46.5 0.805222
9 46.5 1
10.5 46.5 1.26339
12 46.5 1.5936
13.5 46.5 1.96735
15 46.5 2.31489
16.5 46.5 2.52067
18 46.5 2.53052
19.5 46.5 2.4817
21 46.5 2.3951
22.5 46.5 2.17327
24 46.5 1.7793
25.5 46.5 1.29207
27 46.5 0.800821
28.5 46.5 0.351667
30 46.5 0.05
31.5 46.5 0
33 46.5 0
34.5 46.5 0
36 46.5 0
37.5 46.5 0
39 46.5 0
40.5 46.5 0
0 48 0.816876
1.5 48 0.780977
3 48 0.704553
4.5 48 0.650359
6 48 0.674396
7.5 48 0.793328
9 48 1
10.5 48 1.25931
12 48 1.56556
13.5 48 1.91758
15 48 2.28216
16.5 48 2.5
18 48 2.4555
19.5 48 2.48643
21 48 2.5
22.5 48 2.32586
24 48 1.91756
25.5 48 1.43966
27 48 1
28.5 48 0.59005
30 48 0.241504
31.5 48 0
33 48 0
34.5 48 0
36 48 0
37.5 48 0
39 48 0
40.5 48 0
0 49.5 0.783963
1.5 49.5 0.753133
3 49.5 0.703765
4.5 49.5 0.680483
6 49.5 0.714047
7.5 49.5 0.831227
9 49.5 1.05636
10.5 49.5 1.34458
12 49.5 1.66016
13.5 49.5 2
15 49.5 2.38115
16.5 49.5 2.5515
18 49.5 2.5
19.5 49.5 2.66416
21 49.5 2.68186
22.5 49.5 2.5
24 49.5 1.98792
25.5 49.5 1.50445
27 49.5 1.10685
28.5 49.5 0.75
30 49.5 0.386732
31.5 49.5 0.0956771
33 49.5 0
34.5 49.5 0
36 49.5 0
37.5 49.5 0
39 49.5 0
40.5 49.5 0
0 51 0.771431
1.5 51 0.75
3 51 0.726925
4.5 51 0.75
6 51 0.823173
7.5 51 0.95
9 51 1.2313
10.5 51 1.59889
12 51 2
13.5 51 2.43584
15 51 2.77638
16.5 51 3
18 51 3.15592
19.5 51 3.25952
21 51 3
22.5 51 2.59834
24 51 2
25.5 51 1.53838
27 51 1.1358
28.5 51 0.760202
30 51 0.401445
31.5 51 0.100278
33 51 0
34.5 51 0
36 51 0
37.5 51 0
39 51 0
40.5 51 0
0 52.5 0.75
1.5 52.5 0.736747
3 52.5 0.744921
4.5 52.5 0.835907
6 52.5 1
7.5 52.5 1.18826
9 52.5 1.51974
10.5 52.5 2
12 52.5 2.54866
13.5 52.5 3
15 52.5 3.2521
16.5 52.5 3.5
18 52.5 3.80671
19.5 52.5 4
21 52.5 3.52635
22.5 52.5 2.89564
24 52.5 2.25
25.5 52.5 1.67351
27 52.5 1.17132
28.5 52.5 0.738925
30 52.5 0.358863
31.5 52.5 0.051435
33 52.5 0
34.5 52.5 0
36 52.5 0
37.5 52.5 0
39 52.5 0
40.5 52.5 0
0 54 0.665448
1.5 54 0.697429
3 54 0.75
4.5 54 0.906112
6 54 1.14221
7.5 54 1.42115
9 54 1.80682
10.5 54 2.38586
12 54 3
13.5 54 3.3
15 54 3.52432
16.5 54 3.74489
18 54 4
19.5 54 4.07915
21 54 3.72487
22.5 54 3.13605
24 54 2.5
25.5 54 1.85817
27 54 1.25
28.5 54 0.758803
30 54 0.335134
31.5 54 0.05
33 54 0
34.5 54 0
36 54 0
37.5 54 0
39 54 0
40.5 54 0
0 55.5 0.584166
1.5 55.5 0.680114
3 55.5 0.804566
4.5 55.5 1
6 55.5 1.31169
7.5 55.5 1.67969
9 55.5 2.05
10.5 55.5 2.62676
12 55.5 3.15464
13.5 55.5 3.45593
15 55.5 3.62455
16.5 55.5 3.75
18 55.5 3.89842
19.5 55.5 3.88294
21 55.5 3.61487
22.5 55.5 3.15753
24 55.5 2.5875
25.5 55.5 2
27 55.5 1.39024
28.5 55.5 0.841585
30 55.5 0.363265
31.5 55.5 0.05
33 55.5 0
34.5 55.5 0
36 55.5 0
37.5 55.5 0
39 55.5 0
40.5 55.5 0
0 57 0.528069
1.5 57 0.702879
3 57 0.902474
4.5 57 1.14511
6 57 1.5
7.5 57 2
9 57 2.38831
10.5 57 2.83983
12 57 3.25236
13.5 57 3.51799
15 57 3.65876
16.5 57 3.73036
18 57 3.74098
19.5 57 3.60979
21 57 3.33885
22.5 57 3
24 57 2.5
25.5 57 2.00475
27 57 1.4787
28.5 57 0.937291
30 57 0.409634
31.5 57 0.05
33 57 0
34.5 57 0
36 57 0
37.5 57 0
39 57 0.05
40.5 57 0
0 58.5 0.5
1.5 58.5 0.75
3 58.5 1
4.5 58.5 1.27396
6 58.5 1.65191
7.5 58.5 2.12295
9 58.5 2.57262
10.5 58.5 2.98814
12 58.5 3.31275
13.5 58.5 3.52336
15 58.5 3.64292
16.5 58.5 3.68521
18 58.5 3.61391
19.5 58.5 3.36883
21 58.5 3
22.5 58.5 2.69542
24 58.5 2.35555
25.5 58.5 1.96561
27 58.5 1.50935
28.5 58.5 1
30 58.5 0.433411
31.5 58.5 0.05
33 58.5 0
34.5 58.5 0
36 58.5 0
37.5 58.5 0.05
39 58.5 0.05
40.5 58.5 0.05
0 60 0.548819
1.5 60 0.769758
3 60 1.02544
4.5 60 1.31763
6 60 1.68018
7.5 60 2.11092
9 60 2.57309
10.5 60 3
12 60 3.27341
13.5 60 3.44572
15 60 3.56236
16.5 60 3.61714
18 60 3.54969
19.5 60 3.25477
21 60 2.85015
22.5 60 2.5
24 60 2.25953
25.5 60 1.95236
27 60 1.50729
28.5 60 0.968428
30 60 0.424757
31.5 60 0
33 60 0
34.5 60 0
36 60 0
37.5 60 0.108246
39 60 0.141505
40.5 60 0.0913802
0 61.5 0.611468
1.5 61.5 0.790738
3 61.5 1.01388
4.5 61.5 1.29372
6 61.5 1.62552
7.5 61.5 2
9 61.5 2.42299
10.5 61.5 2.8107
12 61.5 3.09
13.5 61.5 3.26
15 61.5 3.41949
16.5 61.5 3.5
18 61.5 3.5
19.5 61.5 3.17675
21 61.5 2.78825
22.5 61.5 2.47865
24 61.5 2.2626
25.5 61.5 2
27 61.5 1.55304
28.5 61.5 1
30 61.5 0.489214
31.5 61.5 0.0705168
33 61.5 0
34.5 61.5 0
36 61.5 0.174538
37.5 61.5 0.282015
39 61.5 0.284467
40.5 61.5 0.202961
0 63 0.681019
1.5 63 0.823404
3 63 1
4.5 63 1.25394
6 63 1.55135
7.5 63 1.87316
9 63 2.20981
10.5 63 2.53602
12 63 2.79644
13.5 63 3
15 63 3.25
16.5 63 3.34407
18 63 3.27759
19.5 63 3
21 63 2.6817
22.5 63 2.42328
24 63 2.25
25.5 63 2.0243
27 63 1.66793
28.5 63 1.22803
30 63 0.703808
31.5 63 0.221048
33 63 0.05
34.5 63 0.187914
36 63 0.430996
37.5 63 0.5
39 63 0.434856
40.5 63 0.29937
0 64.5 0.75
1.5 64.5 0.869662
3 64.5 1.01875
4.5 64.5 1.22415
6 64.5 1.47842
7.5 64.5 1.75
9 64.5 2
10.5 64.5 2.27338
12 64.5 2.52242
13.5 64.5 2.75971
15 64.5 3
16.5 64.5 3.08757
18 64.5 3.02397
19.5 64.5 2.79497
21 64.5 2.5
22.5 64.5 2.24597
24 64.5 2.11567
25.5 64.5 2
27 64.5 1.75
28.5 64.5 1.5
30 64.5 1
31.5 64.5 0.528299
33 64.5 0.25
34.5 64.5 0.54025
36 64.5 0.75
37.5 64.5 0.676491
39 64.5 0.519484
40.5 64.5 0.333402
0 66 0.785622
1.5 66 0.899284
3 66 1.02506
4.5 66 1.17939
6 66 1.38975
7.5 66 1.63629
9 66 1.84796
10.5 66 2.06302
12 66 2.27819
13.5 66 2.46168
15 66 2.61855
16.5 66 2.73901
18 66 2.75
19.5 66 2.56291
21 66 2.27533
22.5 66 2
24 66 1.90622
25.5 66 1.86683
27 66 1.77108
28.5 66 1.58677
30 66 1.25
31.5 66 1
33 66 0.847985
34.5 66 1
36 66 0.908984
37.5 66 0.677353
39 66 0.458049
40.5 66 0.25
0 67.5 0.796971
1.5 67.5 0.898073
3 67.5 1
4.5 67.5 1.09635
6 67.5 1.25
7.5 67.5 1.5
9 67.5 1.69233
10.5 67.5 1.9
12 67.5 2.0981
13.5 67.5 2.20106
15 67.5 2.25
16.5 67.5 2.384
18 67.5 2.44001
19.5 67.5 2.33624
21 67.5 2.11266
22.5 67.5 1.8791
24 67.5 1.75
25.5 67.5 1.74671
27 67.5 1.73814
28.5 67.5 1.66187
30 67.5 1.5
31.5 67.5 1.25
33 67.5 1.13354
34.5 67.5 1.07666
36 67.5 0.850234
37.5 67.5 0.5
39 67.5 0.25
40.5 67.5 0.05
0 69 0.789688
1.5 69 0.868326
3 69 0.935887
4.5 69 1
6 69 1.10125
7.5 69 1.25
9 69 1.53398
10.5 69 1.81602
12 69 2.02955
13.5 69 2.06799
15 69 2.0646
16.5 69 2.13051
18 69 2.19177
19.5 69 2.15855
21 69 2.00791
22.5 69 1.82289
24 69 1.69614
25.5 69 1.67156
27 69 1.68737
28.5 69 1.66631
30 69 1.54011
31.5 69 1.31507
33 69 1.16134
34.5 69 1.01926
36 69 0.750699
37.5 69 0.366765
39 69 0
40.5 69 0
0 70.5 0.772931
1.5 70.5 0.832835
3 70.5 0.884411
4.5 70.5 0.948069
6 70.5 1.05423
7.5 70.5 1.22658
9 70.5 1.47349
10.5 70.5 1.75
12 70.5 2
13.5 70.5 1.95
15 70.5 1.90732
16.5 70.5 1.92889
18 70.5 1.97886
19.5 70.5 2
21 70.5 1.89296
22.5 70.5 1.75
24 70.5 1.62414
25.5 70.5 1.58941
27 70.5 1.60561
28.5 70.5 1.60004
30 70.5 1.5
31.5 70.5 1.25
33 70.5 1.11486
34.5 70.5 0.975179
36 70.5 0.727575
37.5 70.5 0.357777
39 70.5 0
40.5 70.5 0
0 72 0.75
1.5 72 0.799108
3 72 0.847467
4.5 72 0.919498
6 72 1.04922
7.5 72 1.25
9 72 1.44099
10.5 72 1.6426
12 72 1.77746
13.5 72 1.75
15 72 1.72646
16.5 72 1.73075
18 72 1.75
19.5 72 1.77228
21 72 1.71642
22.5 72 1.60634
24 72 1.5
